"random_id","snap_elec_app","q2_new","q3","q4","q5a","q5b","q5c","q5d","q5e","q6count","q7count","q8a","q8b","q8c","q8d","q8e","q8f","q8g","q8h","q8i","q8j","q8k","q8l","q9","q10count","q11a","q11b","q11c","q11d","q11e","q12a","q12b","q12c","q12d","q12e","q12f","q13a","q13b","q14","q17","q19","q20","q21a","q21b","q21c","q21d","q21e","q21f","q21g","q21h","q21i","q21j","q21k","q21l","q22a","q22b","q22c","q22d","q22e","q22f","q23a","q23b","q23c","q23d","q23e","q23f","q23g","q23h","q23i","q24","q25a","q25b","q25c","q25d","q25e","q26a","q26b","q26c","q26d","q26e","q26f","q27a","q27b","pop_density"
685,1,1,1,3,2,3,2,2,2,2,4,1,2,2,2,2,2,1,6,3,2,2,2,2,,1,2,2,2,2,4,4,4,4,4,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
686,2,1,1,2,2,1,2,2,3,1,3,2,2,1,2,2,3,2,1,3,3,3,1,1,4,3,2,3,3,2,1,3,1,1,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
687,1,1,1,2,3,2,2,3,3,1,,3,2,2,2,3,3,6,6,3,3,3,3,1,1,3,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688,2,1,1,3,2,2,2,1,2,1,2,2,1,2,3,2,2,1,1,2,2,3,3,1,4,1,2,2,3,3,1,2,2,1,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
689,1,1,2,3,,,,,,,4,3,1,1,1,1,3,1,6,1,1,2,1,2,,3,6,6,3,3,1,3,3,3,3,3,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
690,1,1,3,4,4,4,4,4,4,5,,4,4,4,4,4,4,4,6,3,4,4,4,2,,2,6,2,2,2,3,6,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
691,2,1,1,3,2,1,2,2,2,2,4,2,2,2,2,2,3,3,2,2,2,3,2,1,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
692,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,1,1,1,1,1,3,3,1
693,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,7,1,2,6,3,6,3,3,3,1
694,1,1,1,3,2,1,1,2,2,1,3,2,2,2,3,3,3,3,3,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
695,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,3,3,2,2,2,2,2,2,2,2,1
696,1,1,2,1,1,1,2,1,2,1,,2,1,1,1,1,1,2,6,2,1,3,3,2,,2,6,3,2,7,4,5,4,4,4,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
697,1,1,1,2,4,4,4,4,2,1,3,2,2,2,2,2,2,3,7,2,2,2,2,1,3,1,1,7,1,1,6,4,6,6,6,6,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
698,1,1,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,5,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
699,1,1,3,4,3,2,2,2,3,1,2,2,1,6,6,2,2,2,6,1,2,6,6,1,3,2,6,3,2,3,5,4,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
700,1,1,2,3,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,2,2,2,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
701,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,2,2,1,2,1,1,3,3,1
702,2,1,1,4,2,2,4,2,2,1,,2,1,1,2,2,2,1,6,1,1,3,3,3,,2,2,3,3,2,3,5,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
703,1,1,2,3,4,2,1,2,2,2,3,2,1,1,2,2,2,2,2,1,1,2,3,1,4,1,1,7,7,7,3,2,2,2,2,3,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
704,1,1,2,3,3,1,1,1,1,1,,1,1,1,1,1,1,1,6,1,1,1,1,1,,2,2,2,2,2,5,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
705,2,1,2,2,2,1,1,1,2,4,6,2,1,1,3,2,3,1,1,2,2,3,2,1,6,4,1,1,1,1,2,1,3,1,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
706,1,1,1,4,4,3,2,4,2,1,1,2,2,2,2,2,2,2,6,2,2,2,2,1,1,3,6,3,3,3,5,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
707,2,1,1,3,2,2,1,2,2,1,1,2,1,2,2,2,2,6,6,3,3,5,5,2,,3,2,2,3,3,1,2,3,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
708,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,7,7,1,1,2,1,1,1,3,3,1
709,1,1,1,3,1,1,2,1,2,4,5,2,1,1,1,2,2,2,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,3,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
710,1,1,1,2,2,2,1,2,2,1,5,2,2,1,2,2,2,1,2,2,1,3,4,2,,2,1,3,2,2,1,1,3,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
711,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,3,3,1,2,2,2,2,3,3,3,1
712,2,1,1,1,2,2,2,2,3,2,5,1,1,1,1,1,1,1,6,2,2,2,2,1,2,2,3,3,2,1,1,4,4,4,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
713,1,1,1,2,2,2,2,3,2,5,,3,2,2,2,3,2,3,6,2,2,3,6,2,,3,6,6,6,6,6,6,6,6,6,6,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
714,1,1,2,2,,,,,,,2,3,3,3,3,3,3,3,6,3,3,3,3,2,,3,6,6,3,3,4,4,5,4,5,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
715,1,1,1,4,,,,,,,5,2,2,2,2,2,2,2,6,3,2,7,2,3,,2,6,6,2,2,3,4,2,3,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
716,2,1,2,2,2,,2,2,3,2,6,2,1,2,2,2,2,2,2,2,2,3,2,,,2,2,5,2,2,1,3,3,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
717,1,1,1,2,,,,,,,2,2,2,2,,,,2,,2,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
718,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,6,3,3,2,3,1,1,2,6,2,2,2,3,3,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
719,1,1,2,4,,,,,,,,,,,,,,,,,,,,1,2,2,,,2,2,2,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
720,1,1,,2,1,1,1,1,2,2,3,2,2,2,6,6,2,,6,,2,,6,1,2,1,6,6,2,2,5,5,5,5,5,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
721,2,1,1,2,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,3,3,4,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
722,2,1,1,3,2,1,1,2,3,1,7,1,1,1,1,1,2,3,3,2,1,1,1,1,2,1,1,2,4,4,1,4,3,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
723,1,1,2,3,1,2,2,3,2,1,4,2,1,1,1,2,1,3,6,2,2,3,6,1,2,1,6,3,2,3,3,3,3,4,4,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
724,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,2,2,2,1,2,2,1
725,1,1,1,4,2,2,3,3,3,1,,2,2,2,2,2,2,2,6,2,2,7,2,2,,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
726,1,1,1,3,2,2,2,2,2,1,,2,1,2,1,2,2,2,1,2,7,1,7,1,3,2,6,2,2,3,3,3,2,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
727,1,1,2,3,1,1,2,2,2,1,,1,1,1,1,1,2,1,1,1,1,2,2,2,,1,1,2,2,2,2,2,2,3,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
728,1,1,1,1,3,2,2,2,2,1,,3,2,3,3,3,2,3,6,3,3,3,2,3,,3,3,3,3,3,3,2,2,2,2,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
729,1,1,3,1,2,3,1,2,2,1,,2,2,2,1,1,2,2,6,2,2,2,2,2,,1,6,2,2,6,4,5,3,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
730,1,1,1,2,3,1,3,,3,5,,6,6,4,6,6,6,6,6,6,6,6,6,2,,1,1,1,1,1,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
731,2,1,1,4,3,3,2,2,2,1,,3,3,3,3,3,3,3,6,3,3,3,3,1,3,3,3,3,3,3,2,2,3,3,2,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
732,2,1,1,2,2,1,2,2,1,2,5,2,2,2,3,3,1,3,3,3,3,5,3,1,4,2,2,7,2,3,2,1,1,3,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
733,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,2,1,1,2,2,3,3,2
734,1,1,1,4,2,2,2,2,2,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,3,2,6,2,7,2,4,4,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
735,1,1,1,2,1,1,1,3,2,1,3,2,2,2,2,2,3,2,6,1,1,3,4,1,1,2,2,2,1,2,3,3,3,3,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
736,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,6,6,6,6,6,6,3,3,3
737,2,1,1,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,1,1,2,2,1,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
738,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,5,5,5,5,5,5,6,1
739,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,7,6,6,6,6,6,6,6,6,1
740,1,1,1,4,,,,,,,2,2,2,3,3,3,3,1,6,2,3,4,6,2,,7,7,7,7,7,5,6,5,5,5,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
741,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,4,5,6,6,6,6,5,5,1
742,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,3,2,4,2,3,6,2,3,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6,6,3,3,2,3,3,4,4,3,2,2,2
743,1,1,1,2,,,,,,,1,2,2,6,6,6,6,1,6,6,2,5,6,1,1,2,6,6,3,6,5,4,4,3,4,4,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
744,2,1,1,3,2,2,2,2,2,1,3,,2,2,2,2,2,1,1,2,2,2,2,1,5,3,3,3,3,3,3,3,3,3,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
745,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,3,3,3,2,3,3,3,4,3,2,2
746,1,1,1,4,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,1,1,1,2,2,4,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
747,2,1,1,2,2,2,2,3,3,1,,2,1,1,2,2,3,3,2,2,2,2,3,3,,2,2,3,3,3,3,4,4,5,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
748,1,1,1,3,,,,,,,1,5,4,2,5,5,5,6,6,6,4,4,7,2,,2,6,6,2,6,6,6,6,6,6,6,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
749,2,1,1,4,3,3,3,3,2,5,3,6,2,2,2,2,2,2,2,2,2,6,6,2,,3,7,7,3,3,1,1,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
750,1,1,2,3,1,1,1,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,3,3,3,3,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
751,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,6,6,5,5,5,5,5,5,2,2,1
752,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,7,6,2,3,3,3,2,2,2,2,1
753,1,1,1,3,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,2,2,2,2,3,3,3,3,3,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
754,1,1,1,4,2,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
755,1,1,1,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,6,2,2,2,6,1,1,2,6,6,3,3,3,2,5,5,3,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
756,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2
757,1,1,1,4,3,3,3,3,3,1,,,,,,,,,,,,,,2,,,,,,,5,5,5,5,5,5,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
758,2,1,1,2,2,2,2,1,2,1,,2,1,2,3,2,2,4,3,1,2,2,3,2,,3,2,2,4,3,1,1,3,2,2,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
759,1,1,1,4,3,2,2,3,2,1,,2,2,2,3,3,3,3,6,2,3,3,6,2,,1,1,3,3,3,5,4,4,5,5,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
760,1,1,1,2,2,2,2,2,3,5,4,2,2,2,2,2,2,6,6,2,2,3,3,1,1,2,6,6,3,3,3,3,3,3,3,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
761,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,6,6,6,3,3,1
762,1,1,1,3,2,1,1,2,2,1,,2,1,2,2,6,6,6,6,2,1,6,6,2,,2,6,6,3,3,4,4,5,5,5,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
763,1,1,2,3,1,1,1,1,2,3,5,1,2,1,2,1,2,2,1,2,1,2,2,1,3,1,1,1,1,1,3,3,3,4,3,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
764,1,1,1,2,1,1,2,2,2,1,,2,2,2,2,1,2,2,2,1,3,3,6,1,4,1,1,2,3,3,3,3,3,4,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
765,1,1,2,2,1,1,1,1,1,3,7,1,1,1,1,1,2,1,1,3,1,3,1,1,5,5,1,4,1,4,3,4,4,3,,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
766,1,1,1,2,2,2,2,3,2,3,,2,1,2,3,4,3,3,6,3,2,5,3,1,1,3,6,6,2,6,1,3,2,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
767,1,1,1,3,2,2,3,3,3,1,4,2,2,2,2,2,2,2,6,2,2,2,6,2,,2,6,2,2,2,1,4,4,4,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
768,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,2,1,2,3,2,2,3,4,3,4,3,4,1,1,3
769,1,1,1,3,2,2,2,3,3,2,3,2,1,3,2,2,1,2,6,2,2,3,3,1,1,2,6,6,3,3,3,3,2,2,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
770,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,7,7,3,3,3,3,2,3,3,3,2
771,1,1,1,1,2,2,2,2,2,1,4,2,1,2,2,2,2,6,6,2,2,2,2,2,,2,6,6,2,2,4,3,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
772,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,6,6,6,5,5,1
773,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,2,1,2,2,2,1,2,1,1,1
774,1,1,1,2,2,2,3,3,3,2,2,2,1,3,2,6,3,3,6,2,3,3,2,1,2,1,6,2,2,2,5,4,3,2,3,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
775,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
776,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,6,6,6,6,6,2
777,1,1,3,4,2,2,2,3,1,1,,3,3,3,3,3,3,3,6,3,3,3,6,2,,3,6,,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
778,1,1,1,2,1,2,1,3,1,1,,1,1,2,1,3,2,3,6,1,1,2,6,1,2,2,6,6,3,3,4,5,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
779,1,1,1,2,2,2,2,1,1,2,3,1,1,1,1,2,1,2,6,2,1,2,2,1,3,2,1,1,2,2,3,3,3,3,3,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
780,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,2,2,2,2,2,6,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,6,6,4,2,1,2,1,2,2,2,2,2,1
781,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,1,2,3,3,1,3,2,2,1
782,1,1,1,4,3,3,3,3,3,5,,2,2,6,6,6,6,6,6,6,6,6,6,3,,3,6,6,6,6,5,5,5,5,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
783,1,1,1,2,2,2,2,2,3,3,,2,2,1,2,3,1,2,2,2,2,4,3,1,2,1,2,2,2,3,3,2,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
784,1,1,1,3,3,3,3,1,1,,,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,6,6,2,7,3,5,2,2,2,3,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
785,2,1,2,3,1,1,1,2,2,2,3,1,1,1,2,2,2,3,2,3,1,2,4,2,,1,2,3,3,3,3,2,1,2,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
786,1,1,2,2,1,2,1,2,1,2,,1,1,1,2,2,1,1,1,1,1,3,2,1,5,1,1,1,1,1,3,2,3,3,3,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
787,2,1,1,4,,,,,,,4,7,7,7,7,7,7,7,7,7,7,7,7,3,,1,1,1,7,7,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
788,2,1,1,2,1,2,1,2,3,1,2,2,1,2,2,2,1,2,2,1,1,3,3,1,4,2,2,3,3,3,4,3,3,2,3,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
789,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,3,3,2
790,1,1,1,3,3,3,3,2,2,1,,1,1,1,1,1,1,6,6,1,1,6,6,2,,1,1,6,1,1,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
791,1,1,1,4,,,,,,,2,3,3,3,3,3,3,3,6,3,3,3,6,2,,3,6,6,7,6,5,3,3,6,5,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
792,1,1,1,3,,,,,,,5,2,3,1,1,3,1,1,1,1,1,1,1,1,5,2,2,2,2,2,1,1,1,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
793,1,1,3,4,4,2,2,3,3,1,,5,4,2,2,6,5,4,6,5,2,5,5,1,1,3,,,,,6,6,6,6,6,6,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
794,1,1,2,3,2,2,2,3,2,1,,2,2,2,1,3,2,6,6,6,2,2,6,1,1,3,6,6,6,6,1,2,2,1,2,1,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
795,2,1,2,2,2,2,1,2,3,1,,2,2,2,2,1,3,3,7,1,1,7,3,1,1,1,3,3,2,3,3,5,3,3,3,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
796,2,1,2,4,3,3,3,2,3,1,,2,2,2,3,2,2,3,3,2,2,3,3,1,1,2,2,2,3,3,2,3,3,3,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
797,2,1,1,2,2,2,2,2,2,2,,2,3,2,2,2,2,3,2,3,3,3,3,2,,2,2,3,3,3,1,2,3,3,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
798,1,1,3,4,4,4,4,4,4,5,,2,2,2,2,,2,2,7,2,2,2,2,2,,2,2,7,2,2,6,6,6,6,6,6,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
